MDTU,min_min,min_max,max_min,max_max
902,-5.06376,-1.38464,-0.0119574,0.494199
904,-5.70818,-1.50359,-0.0149157,0.591815
906,-5.70818,-1.50359,-0.0149157,0.591815
908,-4.90072,-1.58338,-0.0808711,0.571749
910,-5.21663,-1.28973,-0.00388261,0.505185
912,-5.59895,-1.48237,-0.0157064,0.494844
914,-5.42566,-1.30315,-0.0928073,0.669723
916,-5.4095,-0.969361,0.00803578,0.5562
918,-4.57366,-1.17574,-0.0330932,0.650828
920,-4.6542,-0.952295,-0.047968,0.625234
922,-4.70744,-0.873294,-0.0779241,0.727024
924,-4.90118,-0.751827,-0.0195687,0.739127
926,-4.40848,-0.676181,-0.0403033,0.722848
928,-5.3979,-0.734302,0.00159328,0.739988
930,-4.64326,-0.882856,-0.0334116,0.667388
932,-6.85587,-0.617889,-0.00487672,0.629945
934,-6.93378,-1.04209,-0.0295211,0.702839
936,-6.93378,-1.04209,-0.0295211,0.702839
938,-6.93378,-1.04209,-0.0295211,0.702839
940,-6.93378,-1.04209,-0.0295211,0.702839
942,-6.93378,-1.04209,-0.0295211,0.702839
944,-6.93378,-1.04209,-0.0295211,0.702839
946,-4.92788,-0.858023,0.0260057,0.63383
948,-4.66737,-1.19663,-0.016358,0.575924
950,-5.20176,-1.27191,0.00410383,0.59124
952,-4.72865,-1.28664,-0.025915,0.571508
954,-5.03553,-1.59131,-0.081997,0.488619
956,-6.37217,-1.34928,-0.0386702,0.53161
958,-5.60931,-1.50161,-0.00228608,0.596366
960,-4.91271,-1.38775,-0.0106507,0.510608
962,-5.88316,-1.26389,-0.026341,0.486931
964,-5.88316,-1.26389,-0.026341,0.486931
966,-5.88316,-1.26389,-0.026341,0.486931
968,-5.88316,-1.26389,-0.026341,0.486931
970,-5.06238,-1.31933,-0.0181595,0.493125
972,-5.06238,-1.31933,-0.0181595,0.493125
974,-5.90863,-1.5,-0.0323192,0.549967
976,-5.07135,-1.45008,-0.047091,0.527081
978,-4.61073,-1.57399,-0.085615,0.413528
980,-4.75129,-1.69439,0.0125592,0.433859
982,-5.46205,-1.3347,-0.0569307,0.520244
984,-5.46205,-1.3347,-0.0569307,0.520244
986,-5.63762,-1.75715,-0.0616572,0.452673
988,-4.97733,-1.44137,-0.040858,0.458762
990,-4.97733,-1.44137,-0.040858,0.458762
992,-4.97733,-1.44137,-0.040858,0.458762
994,-4.52236,-1.45001,-0.0497595,0.471903
996,-5.27197,-1.55689,-0.0165805,0.50314
998,-5.59085,-1.26053,0.0279786,0.495217
1000,-5.19818,-1.49614,-0.0552033,0.530044
1002,-5.90049,-1.37444,-0.0373262,0.529815
1004,-5.12119,-1.40242,-0.0509843,0.592506
1006,-5.23441,-1.29598,-0.0105395,0.571341
1008,-4.79849,-1.19494,-0.0215308,0.559177
1010,-4.73291,-1.22093,0.0219703,0.537975
1012,-6.97744,-1.18086,0.0321307,0.562821
1014,-4.66282,-1.3879,-0.0378848,0.447259
1016,-4.7333,-1.4335,-0.0485069,0.478064
1018,-5.31675,-1.50652,-0.117414,0.484291
1020,-4.66323,-1.50913,-0.034889,0.484692
1022,-4.63935,-1.42987,-0.0341706,0.530673
1024,-4.30677,-1.04643,-0.0125391,0.5643
1026,-5.04772,-1.1224,0.0163712,0.564991
1028,-4.75205,-0.982613,-0.0590058,0.609014
1030,-5.32942,-1.4004,-0.00354543,0.582601
1032,-6.18303,-1.22866,-0.031466,0.599969
1034,-5.86089,-0.992574,0.0170234,0.530904
1036,-5.34672,-1.13253,-0.00682392,0.557079
1038,-4.90649,-1.25891,0.0538145,0.58611
1040,-4.97475,-1.22789,-0.0295772,0.556803
1042,-4.97475,-1.22789,-0.0295772,0.556803
1044,-6.60302,-1.5364,-0.0250755,0.479161
1046,-4.92529,-1.2458,-0.0613838,0.535768
1048,-5.14034,-1.44637,0.0455083,0.492661
1050,-5.32064,-1.44844,0.0319758,0.523717
1052,-6.44982,-1.39233,-0.0162036,0.537466
1054,-5.28612,-1.33183,-0.0796075,0.509604
1056,-5.28612,-1.33183,-0.0796075,0.509604
1058,-6.14383,-1.45844,0.0132267,0.467487
1060,-4.75533,-1.28928,-0.0508601,0.459264
1062,-4.41692,-1.48962,-0.0521892,0.47974
1064,-4.90611,-1.53539,-0.0643336,0.437102
1066,-5.17404,-1.36021,-0.061667,0.489682
1068,-5.17404,-1.36021,-0.061667,0.489682
1070,-5.17404,-1.36021,-0.061667,0.489682
1072,-5.17404,-1.36021,-0.061667,0.489682
1074,-5.17404,-1.36021,-0.061667,0.489682
